total,id,geographic_area_name
172578,48329,"Midland County, Texas"
590925,48339,"Montgomery County, Texas"
65711,48347,"Nacogdoches County, Texas"
362265,48355,"Nueces County, Texas"
83572,48361,"Orange County, Texas"
138371,48367,"Parker County, Texas"
119648,48375,"Potter County, Texas"
136271,48381,"Randall County, Texas"
100657,48397,"Rockwall County, Texas"
66893,48409,"San Patricio County, Texas"
230221,48423,"Smith County, Texas"
2084931,48439,"Tarrant County, Texas"
137640,48441,"Taylor County, Texas"
118189,48451,"Tom Green County, Texas"
1248743,48453,"Travis County, Texas"
92035,48469,"Victoria County, Texas"
72480,48471,"Walker County, Texas"
275910,48479,"Webb County, Texas"
132064,48485,"Wichita County, Texas"
566719,48491,"Williamson County, Texas"
68305,48497,"Wise County, Texas"
127068,49005,"Cache County, Utah"
351713,49011,"Davis County, Utah"
1152633,49035,"Salt Lake County, Utah"
69907,49045,"Tooele County, Utah"
622213,49049,"Utah County, Utah"
171700,49053,"Washington County, Utah"
256359,49057,"Weber County, Utah"
164572,50007,"Chittenden County, Vermont"
108718,51003,"Albemarle County, Virginia"
237521,51013,"Arlington County, Virginia"
75457,51015,"Augusta County, Virginia"
78747,51019,"Bedford County, Virginia"
348556,51041,"Chesterfield County, Virginia"
1150795,51059,"Fairfax County, Virginia"
70675,51061,"Fauquier County, Virginia"
88355,51069,"Frederick County, Virginia"
107239,51085,"Hanover County, Virginia"
329261,51087,"Henrico County, Virginia"
76397,51095,"James City County, Virginia"
406850,51107,"Loudoun County, Virginia"
98985,51121,"Montgomery County, Virginia"
468011,51153,"Prince William County, Virginia"
94073,51161,"Roanoke County, Virginia"
81244,51165,"Rockingham County, Virginia"
134238,51177,"Spotsylvania County, Virginia"
149960,51179,"Stafford County, Virginia"
67846,51199,"York County, Virginia"
160530,51510,"Alexandria city, Virginia"
242634,51550,"Chesapeake city, Virginia"
134313,51650,"Hampton city, Virginia"
82126,51680,"Lynchburg city, Virginia"
178626,51700,"Newport News city, Virginia"
244076,51710,"Norfolk city, Virginia"
94632,51740,"Portsmouth city, Virginia"
228783,51760,"Richmond city, Virginia"
99920,51770,"Roanoke city, Virginia"
91185,51800,"Suffolk city, Virginia"
450189,51810,"Virginia Beach city, Virginia"
201877,53005,"Benton County, Washington"
77036,53007,"Chelan County, Washington"
76737,53009,"Clallam County, Washington"
481857,53011,"Clark County, Washington"
108987,53015,"Cowlitz County, Washington"
94347,53021,"Franklin County, Washington"
97331,53025,"Grant County, Washington"
73901,53027,"Grays Harbor County, Washington"
84460,53029,"Island County, Washington"
2233163,53033,"King County, Washington"
269805,53035,"Kitsap County, Washington"
79604,53041,"Lewis County, Washington"
65507,53045,"Mason County, Washington"
891299,53053,"Pierce County, Washington"
128206,53057,"Skagit County, Washington"
814901,53061,"Snohomish County, Washington"
514631,53063,"Spokane County, Washington"
286419,53067,"Thurston County, Washington"
225685,53073,"Whatcom County, Washington"
251446,53077,"Yakima County, Washington"
117123,54003,"Berkeley County, West Virginia"
93224,54011,"Cabell County, West Virginia"
67554,54033,"Harrison County, West Virginia"
180454,54039,"Kanawha County, West Virginia"
106420,54061,"Monongalia County, West Virginia"
74254,54081,"Raleigh County, West Virginia"
84203,54107,"Wood County, West Virginia"
263378,55009,"Brown County, Wisconsin"
542364,55025,"Dane County, Wisconsin"
87847,55027,"Dodge County, Wisconsin"
104534,55035,"Eau Claire County, Wisconsin"
103066,55039,"Fond du Lac County, Wisconsin"
85129,55055,"Jefferson County, Wisconsin"
169290,55059,"Kenosha County, Wisconsin"
118230,55063,"La Crosse County, Wisconsin"
79074,55071,"Manitowoc County, Wisconsin"
135428,55073,"Marathon County, Wisconsin"
948201,55079,"Milwaukee County, Wisconsin"
187365,55087,"Outagamie County, Wisconsin"
89147,55089,"Ozaukee County, Wisconsin"
70942,55097,"Portage County, Wisconsin"
196584,55101,"Racine County, Wisconsin"
163129,55105,"Rock County, Wisconsin"
89694,55109,"St. Croix County, Wisconsin"
115456,55117,"Sheboygan County, Wisconsin"
103718,55127,"Walworth County, Wisconsin"
135693,55131,"Washington County, Wisconsin"
403072,55133,"Waukesha County, Wisconsin"
171020,55139,"Winnebago County, Wisconsin"
73055,55141,"Wood County, Wisconsin"
98976,56021,"Laramie County, Wyoming"
79115,56025,"Natrona County, Wyoming"
82114,72013,"Arecibo Municipio, Puerto Rico"
170480,72021,"Bayamón Municipio, Puerto Rico"
124434,72025,"Caguas Municipio, Puerto Rico"
147661,72031,"Carolina Municipio, Puerto Rico"
83787,72061,"Guaynabo Municipio, Puerto Rico"
71986,72097,"Mayagüez Municipio, Puerto Rico"
133191,72113,"Ponce Municipio, Puerto Rico"
320967,72127,"San Juan Municipio, Puerto Rico"
71094,72135,"Toa Alta Municipio, Puerto Rico"
74623,72137,"Toa Baja Municipio, Puerto Rico"
63746,72139,"Trujillo Alto Municipio, Puerto Rico"
